user_idx,window_number,method,family,historical_weight,shift_signal,historical_loss,online_loss,method_loss,historical_coverage,online_coverage,expected_coverage
0,8,PredictionOnly,prediction,1.0,0.7114254790982979,0.9952830188679245,0.7594339622641509,0.9952830188679245,0.0047169811320754715,0.24056603773584906,0.004716981132075526
0,8,OnlineOnly,online,0.0,0.7114254790982979,0.9952830188679245,0.7594339622641509,0.7594339622641509,0.0047169811320754715,0.24056603773584906,0.24056603773584906
0,8,StaticMixture,static,0.25,0.7114254790982979,0.9952830188679245,0.7594339622641509,0.8183962264150944,0.0047169811320754715,0.24056603773584906,0.18160377358490565
0,8,Hedge,hedge,0.004737135949230056,0.7114254790982979,0.9952830188679245,0.7594339622641509,0.7605512113087807,0.0047169811320754715,0.24056603773584906,0.23944878869121933
0,8,ShiftAwareAdaptiveTrust,shift,0.259118002990242,0.7114254790982979,0.9952830188679245,0.7594339622641509,0.8205466988184533,0.0047169811320754715,0.24056603773584906,0.17945330118154668
0,9,PredictionOnly,prediction,1.0,0.6873353675978645,1.0,0.8271604938271605,1.0,0.0,0.1728395061728395,0.0
0,9,OnlineOnly,online,0.0,0.6873353675978645,1.0,0.8271604938271605,0.8271604938271605,0.0,0.1728395061728395,0.1728395061728395
0,9,StaticMixture,static,0.25,0.6873353675978645,1.0,0.8271604938271605,0.8703703703703703,0.0,0.1728395061728395,0.12962962962962965
0,9,Hedge,hedge,0.0029609721308921744,0.6873353675978645,1.0,0.8271604938271605,0.8276722667880555,0.0,0.1728395061728395,0.1723277332119445
0,9,ShiftAwareAdaptiveTrust,shift,0.2811585002306084,0.6873353675978645,1.0,0.8271604938271605,0.8757557901633151,0.0,0.1728395061728395,0.12424420983668494
0,10,PredictionOnly,prediction,1.0,0.7071708116716935,1.0,0.0,1.0,0.0,1.0,0.0
0,10,OnlineOnly,online,0.0,0.7071708116716935,1.0,0.0,0.0,0.0,1.0,1.0
0,10,StaticMixture,static,0.25,0.7071708116716935,1.0,0.0,0.25,0.0,1.0,0.75
0,10,Hedge,hedge,0.0020974123573430955,0.7071708116716935,1.0,0.0,0.0020974123573430955,0.0,1.0,0.9979025876426569
0,10,ShiftAwareAdaptiveTrust,shift,0.2892258221464748,0.7071708116716935,1.0,0.0,0.2892258221464748,0.0,1.0,0.7107741778535253
0,11,PredictionOnly,prediction,1.0,0.7339248090245402,1.0,0.25462962962962965,1.0,0.0,0.7453703703703703,0.0
0,11,OnlineOnly,online,0.0,0.7339248090245402,1.0,0.25462962962962965,0.25462962962962965,0.0,0.7453703703703703,0.7453703703703703
0,11,StaticMixture,static,0.25,0.7339248090245402,1.0,0.25462962962962965,0.4409722222222222,0.0,0.7453703703703703,0.5590277777777778
0,11,Hedge,hedge,0.0002843696163690722,0.7339248090245402,1.0,0.25462962962962965,0.25484159031590475,0.0,0.7453703703703703,0.7451584096840953
0,11,ShiftAwareAdaptiveTrust,shift,0.21302271651076948,0.7339248090245402,1.0,0.25462962962962965,0.4134104507325643,0.0,0.7453703703703703,0.5865895492674357
0,12,PredictionOnly,prediction,1.0,0.7584530332842688,1.0,0.5870967741935484,1.0,0.0,0.4129032258064516,0.0
0,12,OnlineOnly,online,0.0,0.7584530332842688,1.0,0.5870967741935484,0.5870967741935484,0.0,0.4129032258064516,0.41290322580645156
0,12,StaticMixture,static,0.25,0.7584530332842688,1.0,0.5870967741935484,0.6903225806451614,0.0,0.4129032258064516,0.3096774193548386
0,12,Hedge,hedge,6.405579302117268e-05,0.7584530332842688,1.0,0.5870967741935484,0.5871232230371185,0.0,0.4129032258064516,0.4128767769628815
0,12,ShiftAwareAdaptiveTrust,shift,0.18329944307006016,0.7584530332842688,1.0,0.5870967741935484,0.6627817055257023,0.0,0.4129032258064516,0.33721829447429774
1,1,PredictionOnly,prediction,1.0,0.0,0.96,0.98,0.96,0.04,0.02,0.040000000000000036
1,1,OnlineOnly,online,0.0,0.0,0.96,0.98,0.98,0.04,0.02,0.020000000000000018
1,1,StaticMixture,static,0.25,0.0,0.96,0.98,0.975,0.04,0.02,0.025000000000000022
1,1,Hedge,hedge,0.5,0.0,0.96,0.98,0.97,0.04,0.02,0.030000000000000027
1,1,ShiftAwareAdaptiveTrust,shift,0.75,0.0,0.96,0.98,0.965,0.04,0.02,0.03500000000000003
1,2,PredictionOnly,prediction,1.0,0.6137803475157895,0.992,0.6,0.992,0.008,0.4,0.008000000000000007
1,2,OnlineOnly,online,0.0,0.6137803475157895,0.992,0.6,0.6,0.008,0.4,0.4
1,2,StaticMixture,static,0.25,0.6137803475157895,0.992,0.6,0.698,0.008,0.4,0.30200000000000005
1,2,Hedge,hedge,0.5099986668799655,0.6137803475157895,0.992,0.6,0.7999194774169465,0.008,0.4,0.20008052258305353
1,2,ShiftAwareAdaptiveTrust,shift,0.4702979107074035,0.6137803475157895,0.992,0.6,0.7843567809973022,0.008,0.4,0.21564321900269778
1,3,PredictionOnly,prediction,1.0,0.541552482460714,0.992,0.64,0.992,0.008,0.36,0.008000000000000007
1,3,OnlineOnly,online,0.0,0.541552482460714,0.992,0.64,0.64,0.008,0.36,0.36
1,3,StaticMixture,static,0.25,0.541552482460714,0.992,0.64,0.728,0.008,0.36,0.272
1,3,Hedge,hedge,0.3221300738863895,0.541552482460714,0.992,0.64,0.7533897860080091,0.008,0.36,0.2466102139919909
1,3,ShiftAwareAdaptiveTrust,shift,0.4568593645432698,0.541552482460714,0.992,0.64,0.800814496319231,0.008,0.36,0.19918550368076904
1,4,PredictionOnly,prediction,1.0,0.5043945892209551,0.96,0.808,0.96,0.04,0.192,0.040000000000000036
1,4,OnlineOnly,online,0.0,0.5043945892209551,0.96,0.808,0.808,0.04,0.192,0.19199999999999995
